"America_1961_JFK" "America_1963_MLK" "America_1964_Reagan" "America_1968_MLK" "England_1940_Churchill" "England_1940_Churchill_1" "England_1946_Churchill" "Japan_1941_Hirohito" "Japan_1945_Hirohito" "Russia_1991_Yeltsin" "Russia_1992_Yeltsin" "Singapore_1977_LKY" "Singapore_1987_LKY" "Singapore_1994_LKY" "Yugoslavia_1988_Milosevic" "Yugoslavia_1989_Milosevic"
"implementing" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"imposed" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"impression" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0.107181136120043 0 0 0 0
"improve" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0.0543773790103317
"incapable" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"include" 0 0 0.0212901852246115 0 0 0.14265335235378 0 0 0 0 0 0 0 0 0 0
"incomparably" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"increased" 0 0 0 0 0 0 0 0.189035916824197 0 0 0.0561482313307131 0 0 0 0 0
"independence" 0 0 0 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"indispensable" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.0543773790103317
"individuals" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"industries" 0 0 0 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"industry" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"infancy" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"influence" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"information" 0 0 0 0 0 0 0 0 0 0 0 0 0.09000900090009 0 0.0613873542050338 0
"informed" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0.09000900090009 0 0 0
"injunctions" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"innocent" 0 0 0 0 0 0 0 0 0.152905198776758 0 0 0 0.09000900090009 0 0 0
"inquest" 0 0 0 0 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0
"inspiring" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.0543773790103317
"instituted" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0.140056022408964 0 0
"instructions" 0 0 0 0 0 0 0.0205803663305207 0 0 0.239234449760766 0 0 0 0 0 0
"instrument" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0
"insure" 0 0 0 0 0 0 0 0.189035916824197 0.152905198776758 0 0 0 0 0 0 0
"integrity" 0 0 0 0 0 0 0 0 0.152905198776758 0 0 0 0 0.140056022408964 0 0
"inter" 0 0 0 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"interval" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"intolerance" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0.0543773790103317
"irresponsible" 0 0 0.0212901852246115 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0
"italy" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"james" 0 0 0.0212901852246115 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"japanese" 0 0 0 0 0 0 0.0205803663305207 0 0.152905198776758 0 0 0 0 0 0 0
"jesse" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"jury" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"juvenile" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"kansas" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"kenya" 0 0 0.0212901852246115 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"killed" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"kingdom" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"labor" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"ladies" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"lasting" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0
"lately" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0
"laws" 0 0 0 0 0 0 0.0205803663305207 0 0 0.239234449760766 0 0 0 0 0 0
"lc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122774708410068 0
"league" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"learned" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0.107181136120043 0 0 0 0
"leaving" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"lee" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.280112044817927 0 0
"length" 0 0 0 0 0.0314267756128221 0.14265335235378 0 0 0 0 0 0 0 0 0 0
"leopold" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"liberal" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"liberated" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.0543773790103317
"liberation" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"liberty" 0.0741289844329133 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"lines" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"listen" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0
"lived" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"livelihood" 0 0 0.0212901852246115 0 0 0 0 0 0.152905198776758 0 0 0 0 0 0 0
"load" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"loan" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"local" 0 0 0.0212901852246115 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0
"loeb" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"lofty" 0 0 0 0 0 0 0 0 0 0.239234449760766 0 0 0 0.140056022408964 0 0
"lot" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"lucky" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"magnificent" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"maintenance" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"majestic" 0 0.112994350282486 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"major" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"manifest" 0 0 0 0 0.0314267756128221 0 0 0 0 0.239234449760766 0 0 0 0 0 0
"manner" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0.09000900090009 0 0 0
"map" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"marauders" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"marked" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"market" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"marvelous" 0 0.112994350282486 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"master" 0.0741289844329133 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"mayor" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"meetings" 0 0 0 0 0 0 0 0 0 0 0 0.107181136120043 0 0 0.0613873542050338 0
"member" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"menace" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"milk" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"mines" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"minimum" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0
"miseries" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"misery" 0.0741289844329133 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"modern" 0.0741289844329133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"montenegrins" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122774708410068 0
"morally" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"moreover" 0 0 0 0 0 0 0 0.189035916824197 0.152905198776758 0 0 0 0 0 0 0
"morn" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"mothers" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"motivations" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.280112044817927 0 0
"mount" 0 0.112994350282486 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"moved" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"named" 0 0 0.0212901852246115 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"namely" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"napoleon" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"narrow" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"naval" 0 0 0 0 0 0 0.0205803663305207 0 0.152905198776758 0 0 0 0 0 0 0
"necessarily" 0 0 0 0 0.0314267756128221 0 0 0 0.152905198776758 0 0 0 0 0 0 0
"necessity" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108754758020663
"negative" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"negotiate" 0.148257968865827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"negroes" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"neighbors" 0.0741289844329133 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"nights" 0 0 0 0.0220701831825204 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"nonviolence" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"norman" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"noted" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"notice" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"novel" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"numerous" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"oath" 0.0741289844329133 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"objective" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"observe" 0.0741289844329133 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"offensive" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"officer" 0 0 0 0 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0
"olympus" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"opened" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"operations" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"opinion" 0 0 0 0 0 0 0 0 0 0 0 0.107181136120043 0.09000900090009 0 0 0
"opinions" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"opportunities" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0.09000900090009 0 0 0
"ordered" 0 0 0 0 0 0 0 0 0.305810397553517 0 0 0 0 0 0 0
"orders" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"organize" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"otherwise" 0 0 0 0 0.0314267756128221 0 0 0 0.152905198776758 0 0 0 0 0 0 0
"ottoman" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108754758020663
"outmoded" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"overcome" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"overseas" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"paddy" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"painful" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0.09000900090009 0 0 0
"pap" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.280112044817927 0 0
"parthenon" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"participating" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"passionate" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"payments" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"pennsylvania" 0 0.112994350282486 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"pension" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"percent" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"peril" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"periods" 0 0 0 0 0 0 0 0 0 0 0 0.214362272240086 0 0 0 0
"permitted" 0 0 0.0212901852246115 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0
"persevere" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"pharaoh" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"physical" 0 0.225988700564972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"picture" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"placed" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"planned" 0.0741289844329133 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"planners" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"play" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"plunged" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"positive" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0.0543773790103317
"possession" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"post" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"practice" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0.140056022408964 0 0
"practices" 0 0 0 0 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0
"practise" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"preach" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"preachers" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"precise" 0.0741289844329133 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"preparations" 0 0 0 0 0 0.14265335235378 0 0.189035916824197 0 0 0 0 0 0 0 0
"prepare" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"prescribed" 0.0741289844329133 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"presence" 0 0.112994350282486 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"preservation" 0 0 0 0 0 0 0.0205803663305207 0 0.152905198776758 0 0 0 0 0 0 0
"preserved" 0.0741289844329133 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"preserving" 0 0 0 0 0 0 0 0.189035916824197 0 0 0 0 0 0 0.0613873542050338 0
"presidents" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0
"pressing" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"prestige" 0 0 0 0 0 0 0 0 0 0.239234449760766 0.0561482313307131 0 0 0 0 0
"prevailing" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"principal" 0 0 0 0 0 0.14265335235378 0 0 0 0 0.0561482313307131 0 0 0 0 0
"priority" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"prisoners" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"privileged" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"proceed" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0.107181136120043 0 0 0 0
"proceeding" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"proclamation" 0 0.112994350282486 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"produce" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"profit" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"promising" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0.140056022408964 0 0
"proposals" 0.0741289844329133 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"prosecute" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"prosperous" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0
"protected" 0 0 0 0.0220701831825204 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"proud" 0.0741289844329133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"prove" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"provisions" 0 0 0 0 0 0 0 0 0.305810397553517 0 0 0 0 0 0 0
"push" 0.0741289844329133 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"pushed" 0 0 0 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0.0543773790103317
"putschists" 0 0 0 0 0 0 0 0 0 0.478468899521531 0 0 0 0 0 0
"questioning" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"quickly" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0
"race" 0 0 0 0.0220701831825204 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"races" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0.0543773790103317
"racial" 0 0.225988700564972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"raised" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"rally" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"rang" 0 0 0 0 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0
"rate" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"reach" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"reasons" 0 0 0 0 0 0 0 0 0 0.239234449760766 0 0 0.09000900090009 0 0 0
"receive" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0.09000900090009 0 0 0
"recently" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"reconstruction" 0 0 0 0 0 0.14265335235378 0 0 0 0 0 0 0 0 0.0613873542050338 0
"referred" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"reflect" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0
"refused" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"regime" 0 0 0 0 0 0 0 0.378071833648393 0 0 0 0 0 0 0 0
"regions" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"religions" 0 0 0 0 0 0 0 0 0 0 0 0.107181136120043 0 0 0 0.0543773790103317
"relying" 0 0 0 0 0 0 0 0.189035916824197 0.152905198776758 0 0 0 0 0 0 0
"removal" 0 0 0 0 0 0 0.0205803663305207 0 0 0.239234449760766 0 0 0 0 0 0
"renaissance" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"renewal" 0.0741289844329133 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"replaced" 0.0741289844329133 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"reported" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"representing" 0 0 0 0 0 0.14265335235378 0 0 0 0 0 0.107181136120043 0 0 0 0
"represents" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"request" 0.0741289844329133 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"require" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"requires" 0 0 0 0 0 0 0.0411607326610414 0 0 0 0 0 0 0 0 0
"rescued" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"resolute" 0 0 0 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0.0613873542050338 0
"resolution" 0 0 0 0 0 0.14265335235378 0 0 0.152905198776758 0 0 0 0 0 0 0
"respects" 0 0 0 0 0 0.14265335235378 0.0205803663305207 0 0 0 0 0 0 0 0 0
"restraint" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"rests" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0.09000900090009 0 0 0
"results" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0.0613873542050338 0
"retreating" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"reveal" 0 0 0 0.0220701831825204 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"reversed" 0 0 0 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"richer" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"riding" 0.0741289844329133 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"rightful" 0 0 0 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"rising" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0.140056022408964 0 0
"robert" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"root" 0 0 0 0.0220701831825204 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"round" 0 0 0.0212901852246115 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0
"run" 0.0741289844329133 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613873542050338 0
"russians" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0.0561482313307131 0 0 0 0 0
"sad" 0 0 0 0 0 0 0.0205803663305207 0 0 0 0 0 0.09000900090009 0 0 0
"safeguards" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"sake" 0 0 0 0 0 0 0 0.189035916824197 0 0 0 0 0 0 0.0613873542050338 0
"salary" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0.140056022408964 0 0
"satellite" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0
"saturday" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"saved" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"saw" 0 0 0 0 0.0314267756128221 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"says" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"scheme" 0 0 0 0 0 0 0 0 0 0 0 0.214362272240086 0 0 0 0
"score" 0 0.112994350282486 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"search" 0 0 0 0 0 0 0 0 0 0 0.112296462661426 0 0 0 0 0
"seats" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"seems" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0.107181136120043 0 0 0 0
"sell" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"senior" 0 0 0.0212901852246115 0 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"serve" 0.0741289844329133 0 0 0 0 0.14265335235378 0 0 0 0 0 0 0 0 0 0
"servicemen" 0 0 0.0212901852246115 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0
"serving" 0 0 0 0 0 0 0 0 0 0 0 0.107181136120043 0.09000900090009 0 0 0
"session" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"sets" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"shared" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0.107181136120043 0 0 0 0
"sharing" 0 0 0.0425803704492229 0 0 0 0 0 0 0 0 0 0 0 0 0
"short" 0 0 0 0.0220701831825204 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"shortcomings" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"shot" 0 0 0.0212901852246115 0 0 0 0.0205803663305207 0 0 0 0 0 0 0 0 0
"show" 0 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0
"showing" 0 0 0 0 0 0 0.0205803663305207 0.189035916824197 0 0 0 0 0 0 0 0
"sick" 0 0 0 0.0441403663650408 0 0 0 0 0 0 0 0 0 0 0 0
"sign" 0.0741289844329133 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"significance" 0 0 0 0 0.0314267756128221 0 0 0 0 0 0 0 0 0 0 0.0543773790103317
"significant" 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0.09000900090009 0 0 0
"signing" 0 0 0 0 0 0 0 0 0 0.478468899521531 0 0 0 0 0 0
"sisters" 0 0.112994350282486 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0
"sit" 0 0.112994350282486 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
"skill" 0 0 0 0 0.0628535512256442 0 0 0 0 0 0 0 0 0 0 0
"slave" 0 0.112994350282486 0.0212901852246115 0 0 0 0 0 0 0 0 0 0 0 0 0
