"Dostoevsky_BednieLyudi" "Dostoevsky_Besy" "Dostoevsky_PrestuplenieINakazanie" "Dostoevsky_UnijennieIOskorblennie" "Goncharov_Oblomov" "Goncharov_Obryv" "Goncharov_ObyknovennayaIstoriya" "Tolstoy_AnnaKarenina" "Tolstoy_SemeynoeShastye" "Tolstoy_VoinaIMir" "Tolstoy_Voskresenie" "Turgenev_DvoryanskoeGnezdo" "Turgenev_Dym" "Turgenev_OtsyIDeti"
"бы" 0.46980826099399 0.450246993995122 0.499570231152184 0.311458846516754 0.407672572434081 0.364692228447733 0.473540902095418 0.275920586896404 0.31128968038513 0.291400090882207 0.29735290482526 0.263229936614231 0.352268609847417 0.272534021330329
"ему" 0.238481350758371 0.190178244559714 0.296511661445985 0.232967877153283 0.353271454860505 0.32165941484067 0.274438477350754 0.432616228837572 0.260614616136388 0.345316320568951 0.389684980406697 0.410638701118201 0.424735295301743 0.359744908156035
"из" 0.27663836687971 0.376077478616834 0.293050435825993 0.258018186524604 0.284766343841928 0.328614212999387 0.274438477350754 0.291094670799798 0.264234263582727 0.382642941121313 0.400590343664347 0.332722639880388 0.31200934015057 0.314322571267647
"ты" 0.040541829628923 0.148814476367976 0.349006916682531 0.612897569284981 0.566174594006474 0.454235254741216 0.687710537361301 0.327946017422326 0.434357693560647 0.166076413182248 0.159218303561692 0.292711689515025 0.309996376665727 0.512363960101019
"мне" 0.870456930268053 0.352305198046869 0.282089888029351 0.80578495144415 0.237753032358591 0.329918237654147 0.362689281832173 0.222656455643675 1.73743077424259 0.156339033907718 0.157764255127338 0.292711689515025 0.376424171665526 0.357928014680499
"сказал" 0.0906229132881809 0.0461182243057305 0.0957605754864464 0.141116742791773 0.371405160718363 0.237332487166224 0.399281078812273 0.470706276186908 0.336627212509502 0.401216090478286 0.523457436367205 0.0673868637732432 0.0764926124240106 0.0944784607278475
"всё" 0.987312792139655 0.458805015000309 0.555526712008722 0.659658146778113 0.0167904683869061 0 0 0.418371170479284 0.644297245448293 0.345316320568951 0.00727024217176674 0 0 0
"меня" 0.896689878851474 0.34517351387588 0.305164725495965 0.946066683923546 0.268647494190498 0.364257553562813 0.368070428446893 0.174656802479879 1.33564990769899 0.122618850123701 0.120686020051328 0.28428833154337 0.366359354241314 0.287069169134614
"еще" 0.293332061432796 0.372749359337039 0.404963397539069 0.392454846817358 0.306929762112644 0.27254115284473 0.307801586362022 0.238140214728771 0.416259456328954 0.226484229052012 0.242826088537009 0.233748183713437 0.277788960908249 0.241646832246225
"стр" 0 0 0 0 0 0 0.00215245864588827 0.825903709599002 0 0.63725737696641 0 0 0 0
"был" 0.23132691023562 0.283841030005373 0.25382321213275 0.308118805267245 0.178650583636681 0.158221658110816 0.175425379639894 0.30441070361298 0.293191443153437 0.330890573495575 0.365693181239867 0.172678838418936 0.102661137726962 0.147168371518378
"нет" 0.25755985881904 0.190178244559714 0.229594632792805 0.19288738215917 0.359316023479791 0.351217307015218 0.424034353239988 0.32701699187722 0.159264487638904 0.172207355688433 0.138861625480745 0.132667888053573 0.239542654696244 0.201675175784444
"строка" 0 0 0 0 0 0 0 0.61036978313447 0 0.620487445993609 0 0 0 0
"когда" 0.264714299341791 0.20586794973589 0.19555924752955 0.299768702143471 0.261259688100259 0.27167180307489 0.212017176619994 0.294810772980221 0.394541571650921 0.220894252061079 0.27990432361302 0.185313875376419 0.136881516969282 0.183506241029088
"теперь" 0.419727177334732 0.25864241260121 0.338623239822554 0.364899506508905 0.1752924899593 0.191256949364723 0.190492590161112 0.272823835079385 0.238896731458356 0.176715401648863 0.249369306491599 0.130562048560659 0.189218567575184 0.174421773651411
"вот" 0.648669274062768 0.203490721678894 0.344968820125873 0.313128867141509 0.30760138084812 0.265586354686013 0.379908950999279 0.127276499679486 0.101350128497484 0.124422068507873 0.149039964521218 0.155832122475625 0.263698216514352 0.279801595232472
"него" 0.169321759038443 0.168307746435347 0.210557891882849 0.193722392471547 0.290810912461214 0.304707094328797 0.232465533755933 0.218940353463252 0.260614616136388 0.181584091286127 0.181029030076992 0.24638322067092 0.195257458029711 0.208942749686586
"вместо" 0.00238481350758371 0.0161651507875757 0.0149986443532988 0.0167002062475472 0.0181337058578586 0.0182563451666326 0.00860983458355306 0.454293491556706 0.0217178846780324 0.52942491759292 0.0101783390404734 0.00631751847874155 0.00402592696968477 0.0199858282308908
"для" 0.174091386053611 0.186850125279919 0.142487121356339 0.156981938726943 0.129622415946915 0.12344766731723 0.193721278129944 0.287068893437673 0.372823686972889 0.264532136958043 0.241372040102656 0.145302925011056 0.122790772575385 0.123548756336416
"ни" 0.233711723743203 0.185423788445721 0.172484410062937 0.153641897477434 0.292825768667643 0.266021029570932 0.281972082611363 0.174037452116475 0.188221667209614 0.174731861426274 0.149039964521218 0.166361319940194 0.195257458029711 0.212576536637657
"ли" 0.298101688447963 0.218704981243671 0.215749730312837 0.22127773278 0.306258143377168 0.2960135966304 0.439101563761206 0.12634747413438 0.0723929489267745 0.103144091574642 0.109053632576501 0.153726282982711 0.231490800756874 0.228928577917477
"быть" 0.209863588667366 0.254363402098617 0.265937501802722 0.273883382459773 0.16991954007549 0.174739303737769 0.248608973600095 0.193546988563696 0.235277084012017 0.153994850008295 0.135226504394861 0.115821172110262 0.116751882120858 0.15443594542052
"уже" 0.100162167318516 0.319974896471718 0.301126628939307 0.214597650280981 0.0973847166440555 0.0921510756030027 0.0591926127619273 0.201288868106243 0.260614616136388 0.145880367279521 0.172304739470872 0.208478109798471 0.21941301984782 0.234379258344083
"или" 0.126395115901936 0.171635865715142 0.150563314469654 0.0926861446738867 0.35595792980241 0.325571488804948 0.24215159766243 0.126966824497784 0.180982372316936 0.156339033907718 0.140315673915098 0.0442226293511909 0.136881516969282 0.147168371518378
"себя" 0.178861013068778 0.189227353336915 0.218634084996164 0.187877320284906 0.13768184077263 0.209947969416275 0.165739315733396 0.17001167475435 0.188221667209614 0.161568367221817 0.183937126945699 0.187419714869333 0.197270421514554 0.208942749686586
"они" 0.19316989411428 0.137403781694393 0.158639507582968 0.11690144373283 0.198127526965492 0.150832185067179 0.140986041305681 0.218011327918147 0.0977304810511456 0.185190528054472 0.234101797930889 0.14740876450397 0.17714078666613 0.17078798670034
"до" 0.186015453591529 0.245329935482031 0.244016406209439 0.240482969964679 0.210216664204065 0.186910200515524 0.21094094729705 0.110244364685881 0.115828718282839 0.138847815581249 0.123594116920035 0.181102196390591 0.189218567575184 0.210759643162121
"ей" 0.0620051511971764 0.102220806450846 0.155178281962976 0.255513155587472 0.200142383171921 0.249938058828899 0.147443417243346 0.239998265818982 0.0687733014804358 0.128749792629886 0.157037230910162 0.265335776107145 0.148959297878336 0.192590708406766
"ну" 0.367261280167891 0.164979627155552 0.328816433899244 0.282233485583547 0.170591158810966 0.136053238979905 0.22385569917238 0.153289214942447 0.0868715387121294 0.119553378870608 0.154129134041455 0.120032851096089 0.203309311969081 0.183506241029088
"была" 0.174091386053611 0.125517641409411 0.171907539126271 0.215432660593358 0.104772522734294 0.12344766731723 0.0774885112519776 0.247430470179828 0.300430738046114 0.177617010840949 0.266090863486663 0.151620443489797 0.102661137726962 0.0781264194480278
"вас" 0.512734904130497 0.330434699922502 0.219787826869494 0.222112743092377 0.11619004123739 0.230812363892427 0.209864717974106 0.088876777148449 0.104969775943823 0.076636781327313 0.0785186154550808 0.240065702192179 0.231490800756874 0.25618198005051
"если" 0.190785080606697 0.284316475616772 0.211134762819514 0.200402474970566 0.253200263274544 0.260804930951895 0.199102424744665 0.163818171120312 0.0108589423390162 0.0376872642291963 0.160672351996045 0.0968686166740371 0.124803736060228 0.10174603462999
"ж" 0.0286177620910045 0.0323303015751513 0.10268302672643 0.137776701542264 0.124921084798582 0.0369473652181851 0.11730899620091 0.731452779179918 0.0361964744633873 0.0405724136438716 0.0487106225508372 0.042116789858277 0.0563629775755868 0.061774378168208
"ней" 0.0453114566440904 0.0760712978238854 0.120566025763056 0.29392362995683 0.208873426733112 0.29557892174548 0.175425379639894 0.154527915669255 0.0723929489267745 0.0820464364798292 0.168669618384988 0.292711689515025 0.187205604090342 0.208942749686586
"вдруг" 0.0596203376895927 0.301432517627146 0.325932079215917 0.186207299660151 0.21290313914597 0.167784505579052 0.139909811982737 0.0932122296922758 0.209939551887646 0.0953902525227025 0.062524082677194 0.10950365363152 0.108700028181489 0.0890277803012409
"даже" 0.0906229132881809 0.340419057761887 0.392272236932431 0.271378351522641 0.155143927895013 0.158221658110816 0.0860983458355306 0.0774187954254782 0.14116625040721 0.0531949423330761 0.0748834943691974 0.149514603996883 0.197270421514554 0.167154199749269
"опять" 0.0906229132881809 0.173537648160739 0.214019117502841 0.116066433420453 0.200142383171921 0.22255354107895 0.149595875889234 0.131302277041611 0.14116625040721 0.119012413355357 0.134499480177685 0.10950365363152 0.146946334393494 0.0999291411544541
"очень" 0.181245826576362 0.216327753186674 0.223249052489487 0.257183176212226 0.0577592112509571 0.0604198090038556 0.101165556356748 0.188901860838167 0.115828718282839 0.111258574303417 0.189753320683112 0.208478109798471 0.150972261363179 0.18714002798016
"их" 0.104931794333683 0.139781009751389 0.147678959786327 0.121076495294717 0.131637272153344 0.145181411563221 0.153900793181011 0.144927985036495 0.0868715387121294 0.159945470676063 0.227558579976299 0.101080295659865 0.195257458029711 0.156252838896056
"г" 0 0.0028526736683957 0.00115374187333068 0 0.00134323747095249 0.000869349769839648 0.00538114661472066 0.0207482371740282 0 0.562243492184851 0 0.0252700739149662 0.0181166713635815 0.00181689347553553
"ничего" 0.181245826576362 0.167356855212548 0.152870798216315 0.14863183560317 0.147084503069298 0.163003081844934 0.158205710472788 0.160411744121591 0.202700256994969 0.113422436364423 0.118504947399798 0.153726282982711 0.167075969241918 0.150802158469449
"вам" 0.574740055327673 0.268151324829196 0.239978309652781 0.16115699028883 0.108802235147152 0.168653855348892 0.16143439844162 0.0659608137025074 0.0941108336048069 0.0658174710222806 0.0901510029299076 0.181102196390591 0.25363339909014 0.194407601882302
"сказала" 0.0190785080606697 0.0152142595647771 0.0369197399465818 0.106046309671924 0.118876516179295 0.230377689007507 0.138833582659793 0.272823835079385 0.314909327831469 0.141191999480673 0.189753320683112 0.0673868637732432 0.0402592696968477 0.0290702956085685
"того" 0.114471048364018 0.155470714927566 0.151140185406319 0.142786763416528 0.0758929171088157 0.0625931834284547 0.108699161617357 0.165366547028821 0.180982372316936 0.1833873096703 0.175212836339578 0.0905510981952956 0.104674101211804 0.0799433129235633
"этого" 0.112086234856434 0.0884328837202668 0.0980680592331078 0.121911505607094 0.129622415946915 0.134749214325145 0.151748334535123 0.176205178388388 0.159264487638904 0.156699677584553 0.159218303561692 0.0737043822519848 0.102661137726962 0.110830502007667
"мы" 0.224172469712868 0.164979627155552 0.119412283889725 0.272213361835019 0.0745496796378632 0.0912817258331631 0.0957844097420278 0.111792740594391 0.582763238860535 0.119012413355357 0.110507681010854 0.115821172110262 0.213374129393293 0.25618198005051
"есть" 0.264714299341791 0.194457255062307 0.180560603176251 0.134436660292755 0.13230889088882 0.17386995396793 0.192645048807 0.12634747413438 0.0868715387121294 0.0894396318549347 0.100329341970381 0.0758102217448986 0.0966222472724345 0.128999436763023
"чем" 0.190785080606697 0.157847942984562 0.167869442569614 0.190382351222038 0.0940266229666743 0.0786761541704882 0.11192784958619 0.15700531712287 0.209939551887646 0.126405608730462 0.120686020051328 0.098974456166951 0.0946092837875921 0.130816330238558
"себе" 0.150243250977774 0.0998435783938496 0.107297994219753 0.126921567481358 0.117533278708343 0.129098440821188 0.132376206722128 0.17001167475435 0.104969775943823 0.132536551236647 0.152675085607102 0.153726282982711 0.13486855348444 0.150802158469449
"может" 0.166936945530859 0.190653690171113 0.20421231157953 0.208752578094339 0.120219753650248 0.114754169618834 0.185111443546391 0.132850652950121 0.079632243819452 0.0910625284006896 0.0821537365409642 0.0779160612378125 0.0925963203027497 0.10174603462999
"во" 0.116855861871602 0.140256455362789 0.155178281962976 0.163662021225962 0.0758929171088157 0.0947591249125217 0.0871745751584748 0.109315339140775 0.184602019763275 0.166617378697499 0.125048165354388 0.0905510981952956 0.102661137726962 0.112647395483203
"после" 0.0739292187350949 0.0879574381088675 0.0744163508298288 0.0843360415501131 0.0772361545797682 0.0917164007180829 0.0678024473454804 0.223585481188781 0.137546602960872 0.181043125770876 0.110507681010854 0.0905510981952956 0.0503240871210596 0.0708588455458856
"нибудь" 0.302871315463131 0.17924299549753 0.209981020946184 0.197062433721056 0.220290945236208 0.185606175860765 0.186187672869335 0.0690575655195266 0.0760125963731133 0.0649158618301945 0.0385322835103637 0.0715985427590709 0.078505575908853 0.092661567252312
"изд" 0 0 0 0 0 0 0 0.00464512772552869 0 0.498229239546743 0 0 0 0
"были" 0.0834684727654297 0.0993681327824504 0.0986449301697731 0.0709758765520754 0.0745496796378632 0.0699826564720917 0.0591926127619273 0.167224598119033 0.206319904441307 0.175994114295194 0.208655950329705 0.0715985427590709 0.0563629775755868 0.0399716564617816
"чтобы" 0.14785843747019 0.157847942984562 0.133257186369693 0.0141951753104151 0.00671618735476245 0.0547690354998979 0.0290581917194916 0.178372904660302 0.217178846780324 0.149486804047865 0.231193701062182 0.0505401478299324 0.0483111236362172 0.0853939933501699
"потом" 0.12877992940952 0.0727431785440904 0.102106155789765 0.0976962065481509 0.282079868900023 0.232116388547186 0.165739315733396 0.0792768465156897 0.0651536540340971 0.0577029882935063 0.151221037172748 0.0968686166740371 0.0925963203027497 0.0672250585948146
"потому" 0.112086234856434 0.158323388595962 0.170176926316275 0.16115699028883 0.0537294988380996 0.0552037103848177 0.0505827781783742 0.134708704040332 0.0542947116950809 0.108193103050324 0.175212836339578 0.0400109503653632 0.0845444663633802 0.0672250585948146
"надо" 0.0262329485834208 0.133600216803199 0.129219089813036 0.136941691229887 0.154472309159536 0.116927544043433 0.109775390940302 0.127276499679486 0.133926955514533 0.0892593100165175 0.125775189571565 0.0336934318866216 0.0986352107572769 0.0817602063990988
"говорил" 0.0596203376895927 0.0546762453109177 0.061148319286526 0.0993662271729056 0.19678428949454 0.110407420769635 0.132376206722128 0.12139267122715 0.152025192746227 0.132175907559813 0.128683286440271 0.0631751847874155 0.0362333427271629 0.0835770998746344
"время" 0.0739292187350949 0.111729718678832 0.11883541295306 0.119406474669962 0.038282267922146 0.039555414527704 0.0559639247930949 0.124179747862467 0.14116625040721 0.152552275300957 0.141042698132275 0.098974456166951 0.0825315028785378 0.114464288958738
"ведь" 0.267099112849375 0.164028735932753 0.293627306762658 0.310623836204377 0.098727954115008 0.0847616025593657 0.126995060107408 0.0430448502565659 0.0470554168024034 0.0329988964303489 0.0756105185863741 0.117927011603176 0.0946092837875921 0.141717691091771
"тем" 0.0739292187350949 0.129796651912005 0.109605477966415 0.108551340609057 0.0732064421669107 0.0556383852697375 0.0678024473454804 0.133779678495226 0.119448365729178 0.11684855129435 0.152675085607102 0.0821277402236402 0.110712991666331 0.110830502007667
"ним" 0.0620051511971764 0.0917610030000618 0.103259897663096 0.12024148498234 0.096041479173103 0.105625997035517 0.114080308232078 0.123250722317361 0.166503782531581 0.0973737927452918 0.128683286440271 0.122138690589003 0.140907443938967 0.128999436763023
"уж" 0.455499379948488 0.151667150036372 0.277474920536028 0.251338104025585 0.127607559740487 0.0851962774442855 0.19802619542172 0.0520254305259214 0.0832518912657907 0.0328185745919317 0.0385322835103637 0.0526459873228463 0.0764926124240106 0.0781264194480278
"будто" 0.0715444052275112 0.0665623855958998 0.123450380446383 0.209587588406717 0.144398028127393 0.169957880003651 0.153900793181011 0.0622447115220845 0.282332500814421 0.0988163674526294 0.0567078889397806 0.0463284688441047 0.0563629775755868 0.0635912716437435
"со" 0.159782505008108 0.127894869466407 0.119989154826391 0.167837072787849 0.106115760205247 0.113450144964074 0.108699161617357 0.100644434053122 0.202700256994969 0.0845709422176701 0.0588889615913106 0.113715332617348 0.120777809090543 0.0962953542033831
"без" 0.114471048364018 0.144060020253983 0.102106155789765 0.122746515919472 0.13230889088882 0.122143642662471 0.153900793181011 0.0826832735144107 0.123068013175517 0.0833086893487496 0.0930590997986143 0.0905510981952956 0.124803736060228 0.0962953542033831
"этот" 0.0524658971668416 0.11268060990163 0.12748847700304 0.105211299359547 0.0819374857281019 0.0986711988768001 0.0850221165125865 0.0935219048739777 0.137546602960872 0.122799171962118 0.104691487273441 0.0652810242803294 0.130842626514755 0.0726757390214212
"будет" 0.207478775159782 0.109352490621835 0.100952413916434 0.131096619043245 0.112831947560009 0.0960631495672812 0.103318015002637 0.12139267122715 0.0687733014804358 0.0962918617147886 0.0857888576268476 0.0463284688441047 0.0805185393936954 0.114464288958738
"где" 0.0763140322426786 0.0808257539378783 0.120566025763056 0.0751509281139622 0.179993821107634 0.159091007880656 0.135604894690961 0.0826832735144107 0.0651536540340971 0.0898002755317691 0.0836077849753175 0.098974456166951 0.0865574298482226 0.114464288958738
"том" 0.0453114566440904 0.077022189046684 0.0761469636398249 0.044255546556 0.0362674117157172 0.0304272419443877 0.040896714271877 0.158863368213081 0.0832518912657907 0.151650666108871 0.215926192501472 0.042116789858277 0.0744796489391682 0.061774378168208
"тут" 0.250405418296289 0.201113493621897 0.205366053452861 0.107716330296679 0.129622415946915 0.103017947725998 0.167891774379285 0.0644124377939979 0.0651536540340971 0.0447198159274673 0.0596159858084873 0.0631751847874155 0.128829663029913 0.0763095259724922
"сам" 0.176476199561194 0.13930556413999 0.17825311942959 0.155311918102189 0.104100903998818 0.0982365239918803 0.122690142815631 0.0659608137025074 0.039816121909726 0.0782596778730679 0.0617970584600173 0.098974456166951 0.0905833568179073 0.130816330238558
"там" 0.233711723743203 0.0965154591140547 0.121719767636387 0.109386350921434 0.21827608902978 0.165176456269533 0.243227826985374 0.0535738064344309 0.0651536540340971 0.0526539768178245 0.0683402764146074 0.042116789858277 0.0865574298482226 0.0635912716437435
"раз" 0.0930077267957646 0.147388139533778 0.157485765709638 0.134436660292755 0.0779077733152444 0.0512916364205393 0.0860983458355306 0.0919735289654681 0.184602019763275 0.087997057147597 0.0996023177532044 0.0947627771811233 0.110712991666331 0.107196715056596
"ред" 0 0 0 0 0 0 0 0.686859553014843 0 0 0 0 0 0
"человек" 0.121625488886769 0.131222988746202 0.148255830722992 0.0701408662396981 0.0738780609023869 0.0499876117657798 0.100089327033804 0.0730833428816514 0.0434357693560647 0.100258942159967 0.151948061389925 0.132667888053573 0.100648174242119 0.125365649811952
"нее" 0.0262329485834208 0.0580043645907126 0.0801850601964822 0.14529179435366 0.106787378940723 0.163437756729854 0.0914794924502513 0.122321696772256 0.0651536540340971 0.0733909882358033 0.106145535707794 0.0968686166740371 0.0905833568179073 0.0872108868257054
"чтo" 0 0 0 0 0 0 0 0.0136257079948842 0 0.378134895160883 0 0 0 0
"чтоб" 0.0620051511971764 0.0713168417098926 0.086530640499801 0.238812949339924 0.206186951791207 0.169088530233812 0.14313849995157 0.07122529179144 0.079632243819452 0.067981333083287 0.0138134601263568 0.0168467159433108 0.0221425983332662 0.00726757390214212
"под" 0.0667747782123438 0.0988926871710511 0.0940299626764504 0.0459255671807547 0.0913401480247693 0.0943244500276019 0.089327033804363 0.0737026932450553 0.0977304810511456 0.118471447840105 0.0894239787127309 0.0905510981952956 0.116751882120858 0.118098075909809
"дело" 0.126395115901936 0.0774976346580833 0.119989154826391 0.131931629355623 0.0873104356119118 0.0678092820474926 0.106546702971469 0.0935219048739777 0.0180982372316936 0.0804235399340743 0.167215569950635 0.0694927032661571 0.078505575908853 0.0708588455458856
"тебя" 0.0190785080606697 0.0584798102021119 0.100952413916434 0.24966808340083 0.150442596746679 0.133010514785466 0.224931928495324 0.0696769158829304 0.0941108336048069 0.0353430803297726 0.0450755014649538 0.084233579716554 0.0885703933330649 0.118098075909809
"кто" 0.081083659257846 0.102220806450846 0.0888381242464623 0.0718108868644528 0.116861659972867 0.14952816041242 0.113004078909134 0.0526447808893252 0.0253375321243711 0.0825874019950808 0.0865158818440242 0.0926569376882094 0.0845444663633802 0.0799433129235633
