"Dostoevsky_BednieLyudi" "Dostoevsky_Besy" "Dostoevsky_PrestuplenieINakazanie" "Dostoevsky_UnijennieIOskorblennie" "Goncharov_Oblomov" "Goncharov_Obryv" "Goncharov_ObyknovennayaIstoriya" "Tolstoy_AnnaKarenina" "Tolstoy_SemeynoeShastye" "Tolstoy_VoinaIMir" "Tolstoy_Voskresenie" "Turgenev_DvoryanskoeGnezdo" "Turgenev_Dym" "Turgenev_OtsyIDeti"
"заметил" 0.0119240675379185 0.0480200067513277 0.0455728039965618 0.044255546556 0.0423119803350034 0.0456408629165815 0.0473540902095419 0.0164127846302014 0.00361964744633873 0.0167699309728003 0.0116323874748268 0.0357992713795355 0.0362333427271629 0.105379821581061
"мной" 0.0596203376895927 0.0323303015751513 0.0248054502766096 0.128591588106113 0.027536368154526 0.0499876117657798 0.0333631090112681 0.0167224598119033 0.148405545299888 0.0133438160428733 0.0145404843435335 0.0273759134078801 0.0181166713635815 0.0290702956085685
"вперед" 0.0119240675379185 0.0251986174041621 0.028843546833267 0.0100201237485283 0.032909318038336 0.0282538675197886 0.0269057330736033 0.0269417408080664 0.0180982372316936 0.0467033561500566 0.035624186641657 0.0336934318866216 0.0301944522726358 0.0236196151819619
"дела" 0.0262329485834208 0.031854855963752 0.0213442246566176 0.0317303918703396 0.035595792980241 0.0308619168293075 0.048430319532486 0.0337545948055085 0.0289571795707098 0.0288514941467531 0.0559808647226039 0.0189525554362246 0.0100648174242119 0.0236196151819619
"улыбкой" 0.00476962701516741 0.0199687156787699 0.0115374187333068 0.0175352165599245 0.0248498932126211 0.0269498428650291 0.016143439844162 0.0594576348867673 0.0144785897853549 0.0454411032811362 0.0218107265153002 0.0273759134078801 0.0100648174242119 0.0145351478042842
"чувство" 0.00238481350758371 0.00475445611399284 0.0126911606066375 0.00918511343615094 0.0174620871223824 0.0178216702817128 0.0258295037506592 0.0566705582514501 0.130307308068194 0.0396708044517855 0.0559808647226039 0.0357992713795355 0.0322074157574782 0.0327040825596395
"буду" 0.0882380997805972 0.0332811927979499 0.0351891271365857 0.0743159178015848 0.0241782744771448 0.0425981387221428 0.0452016315636536 0.0281804415348741 0.0361964744633873 0.0174912183264691 0.0210837022981235 0.0252700739149662 0.0281814887877934 0.0236196151819619
"моя" 0.310025755985882 0.0294776279067556 0.0299972887065977 0.058450721866415 0.0141039934450011 0.0239071186705903 0.0247532744277151 0.017651485357009 0.0760125963731133 0.0212779769332304 0.00945131482329676 0.0779160612378125 0.0442851966665325 0.030887189084104
"разговор" 0.00715444052275112 0.00950891222798568 0.0155755152899642 0.0175352165599245 0.0154472309159536 0.0156482958571137 0.0182958984900503 0.0594576348867673 0.0361964744633873 0.0503097929184008 0.0239917991668302 0.0315875923937078 0.0161037078787391 0.0254365086574974
"говорили" 0.0143088810455022 0.0332811927979499 0.0207673537199522 0.0292253609332075 0.0154472309159536 0.0169523205118731 0.0193721278129944 0.0343739451689123 0.0760125963731133 0.0488672182110631 0.0327160897729503 0.0168467159433108 0.0120777809090543 0.0145351478042842
"сами" 0.0763140322426786 0.0746449609896876 0.055956480856538 0.0409155053064905 0.0214917995352398 0.0386860647578644 0.0204483571359385 0.014245058358288 0.0217178846780324 0.0158683217807142 0.0239917991668302 0.0210583949291385 0.0422722331816901 0.0290702956085685
"первый" 0.0143088810455022 0.045167333082932 0.0340353852632551 0.0258853196836981 0.0241782744771448 0.0126055716626749 0.0333631090112681 0.0266320656263645 0.0868715387121294 0.036605333198693 0.0276269202527136 0.0273759134078801 0.0462981601513749 0.0272534021330329
"должен" 0.00953925403033483 0.0242477261813635 0.0178829990366255 0.0409155053064905 0.0288796056254785 0.0104321972380758 0.0182958984900503 0.0418061495297582 0.0470554168024034 0.0380479079060307 0.0458025256821305 0.0168467159433108 0.0322074157574782 0.0399716564617816
"никто" 0.0214633215682534 0.0513481260311227 0.0259591921499403 0.0200402474970566 0.0335809367738122 0.0334699661388265 0.0269057330736033 0.0232256386276435 0.0180982372316936 0.0355234021681898 0.0196296538637702 0.0315875923937078 0.0281814887877934 0.0272534021330329
"вопрос" 0.00238481350758371 0.0461182243057305 0.0392272236932431 0.0133601649980377 0.0268647494190498 0.0239071186705903 0.0247532744277151 0.039019072894441 0.0144785897853549 0.0311956780461768 0.035624186641657 0.00631751847874155 0.0281814887877934 0.0272534021330329
"две" 0.00476962701516741 0.0342320840207484 0.0265360630866056 0.0384104743693585 0.0564159737800046 0.0452061880316617 0.0516590075013184 0.0216772627191339 0.0325768270170485 0.0212779769332304 0.0298079929042436 0.0315875923937078 0.0241555618181086 0.0290702956085685
"жить" 0.0524658971668416 0.0204441612901692 0.032304772453259 0.0400804949941132 0.0523862613671471 0.039555414527704 0.048430319532486 0.0362319962591238 0.101350128497484 0.0129831723660389 0.0225377507324769 0.0357992713795355 0.0221425983332662 0.0272534021330329
"своем" 0.0286177620910045 0.0323303015751513 0.0299972887065977 0.0258853196836981 0.0208201807997636 0.0186910200515524 0.0172196691671061 0.039019072894441 0.0217178846780324 0.0344414711376865 0.0341701382073037 0.0336934318866216 0.0221425983332662 0.0363378695107106
"петрович" 0.0190785080606697 0 0.120566025763056 0.058450721866415 0 0.00738947304363701 0 0.00154837590850956 0 0.00270482757625811 0.00363512108588337 0.0821277402236402 0 0.541434255709588
"мысли" 0.0429266431365067 0.0232968349585649 0.0259591921499403 0.0175352165599245 0.0315660805673835 0.0191256949364723 0.0279819623965475 0.0510964049808156 0.0434357693560647 0.0311956780461768 0.0225377507324769 0.0294817529007939 0.0181166713635815 0.0199858282308908
"быстро" 0 0.0427901050259356 0.027112934023271 0.0217102681218113 0.0241782744771448 0.0282538675197886 0.0107622932294413 0.0337545948055085 0.0180982372316936 0.0326382527535145 0.0348971624244804 0.0315875923937078 0.0342203792423205 0.0272534021330329
"пор" 0.0262329485834208 0.0475445611399284 0.0409578365032391 0.0359054434322264 0.032909318038336 0.0212990693610714 0.0387442556259888 0.0238449889910473 0.0253375321243711 0.0257860228936606 0.0232647749496536 0.0210583949291385 0.0281814887877934 0.0399716564617816
"очевидно" 0 0.0175914876217735 0.0144217734166335 0.0100201237485283 0.00335809367738122 0.00782414792855684 0 0.0566705582514501 0 0.0412937009975404 0.103237438839088 0 0.0120777809090543 0.00545068042660659
"котором" 0.00715444052275112 0.0242477261813635 0.0126911606066375 0.011690144373283 0.00873104356119118 0.0117362218928353 0.0129147518753296 0.0322062188969989 0.0361964744633873 0.0506704365952352 0.062524082677194 0.0126350369574831 0.026168525302951 0.030887189084104
"подумал" 0.00715444052275112 0.0137879227305792 0.0582639646031993 0.035070433119849 0.0282079868900023 0.0252111433253498 0.0301344210424357 0.031896543715297 0.00361964744633873 0.0281302067930843 0.0254458476011836 0.0315875923937078 0.0382463062120053 0.0472392303639238
"чувствовал" 0.0143088810455022 0.00522990172539212 0.0190367409099562 0.00835010312377358 0.0127607559740487 0.0169523205118731 0.00753360526060893 0.0724639925182476 0.00361964744633873 0.0349824366529382 0.0370782350760104 0.042116789858277 0.0281814887877934 0.0327040825596395
"граф" 0.00476962701516741 0.000475445611399284 0 0.00918511343615094 0 0.00912817258331631 0.0764122819290334 0.0095999306327593 0 0.0896199536933519 0.00654321795459007 0.00210583949291385 0.0241555618181086 0
"дня" 0.0310025755985882 0.0423146594145363 0.0317279015165937 0.0576157115540377 0.0295512243609548 0.0226030940158309 0.0193721278129944 0.0238449889910473 0.0506750642487422 0.0266876320857466 0.0159945327778868 0.0379051108724493 0.0442851966665325 0.0272534021330329
"просто" 0.0691595917199275 0.0423146594145363 0.0432653202499005 0.0509356290550188 0.0282079868900023 0.0286885424047084 0.0279819623965475 0.0291094670799798 0.0579143591414196 0.0160486436191314 0.0254458476011836 0.0231642344220524 0.0181166713635815 0.0236196151819619
"мысль" 0.0238481350758371 0.0565780277565148 0.0490340296165539 0.0283903506208302 0.0376106491866697 0.0160829707420335 0.0172196691671061 0.0362319962591238 0.0542947116950809 0.0212779769332304 0.0123594116920035 0.0168467159433108 0.0181166713635815 0.0236196151819619
"сколько" 0.0333873891061719 0.0266249542383599 0.0357659980732511 0.0400804949941132 0.0544011175735758 0.0230377689007507 0.0312106503653799 0.0306578429884894 0.00361964744633873 0.0239828045094885 0.0283539444698903 0.0210583949291385 0.0221425983332662 0.030887189084104
"смотрел" 0.00715444052275112 0.0194932700673706 0.0374966108832471 0.0342354228074717 0.0308944618319073 0.0312965917142273 0.0430491729177653 0.0266320656263645 0.0325768270170485 0.0367856550371102 0.0305350171214203 0.00210583949291385 0.00201296348484238 0.00363378695107106
"сегодня" 0.150243250977774 0.0366093120777449 0.0599945774131953 0.0818310106129811 0.0617889236638145 0.0365126903332652 0.040896714271877 0.00185805109021148 0 0.000901609192086035 0.00436214530306004 0.0379051108724493 0.0624018680301139 0.0545068042660659
"княжна" 0 0.000475445611399284 0 0 0 0 0 0.0111483065412689 0 0.107291493858238 0 0.0042116789858277 0.00402592696968477 0.0218027217064264
"мало" 0.0357722026137556 0.0427901050259356 0.0374966108832471 0.0342354228074717 0.0449984552769084 0.0339046410237463 0.0452016315636536 0.0198192116289224 0.0470554168024034 0.0176715401648863 0.0189026296465935 0.0442226293511909 0.0322074157574782 0.0218027217064264
"деньги" 0.0691595917199275 0.0342320840207484 0.0623020611598567 0.0526056496797735 0.0369390304511935 0.022168419130911 0.0387442556259888 0.0222966130825377 0.0144785897853549 0.0124422068507873 0.0479835983336605 0.0126350369574831 0.0201296348484238 0.00908446737767765
"a" 0 0.0137879227305792 0.00057687093666534 0.000835010312377358 0.000671618735476245 0.014778946087274 0.0118385225523855 0.010528956177865 0 0.0883577008244315 0.00654321795459007 0.0231642344220524 0.0382463062120053 0.00726757390214212
"мать" 0.0143088810455022 0.0194932700673706 0.0415347074399045 0.0292253609332075 0.027536368154526 0.0208643944761516 0.0548876954701508 0.0393287480761429 0.0217178846780324 0.0192944367106412 0.0414403803790704 0.0526459873228463 0.0120777809090543 0.0345209760351751
"самом" 0.0429266431365067 0.0561025821451155 0.0496109005532192 0.0375754640569811 0.0463416927478609 0.0308619168293075 0.0290581917194916 0.0179611605387109 0.00361964744633873 0.0149667125886282 0.0101783390404734 0.0252700739149662 0.0362333427271629 0.0381547629862461
"вчера" 0.0548507106744253 0.0342320840207484 0.0692245123998408 0.0542756703045283 0.0288796056254785 0.0256458182102696 0.0236770451047709 0.0294191422616817 0.00723929489267745 0.011360275820284 0.0298079929042436 0.0210583949291385 0.0241555618181086 0.0218027217064264
"та" 0.00953925403033483 0.038511094523342 0.0334585143265897 0.0242152990589434 0.0154472309159536 0.0386860647578644 0.0269057330736033 0.0263223904446626 0.0361964744633873 0.026146666570495 0.0254458476011836 0.0379051108724493 0.0462981601513749 0.0236196151819619
"видеть" 0.0190785080606697 0.01331247711918 0.0138449024799682 0.0175352165599245 0.0201485620642873 0.022168419130911 0.0182958984900503 0.0464512772552869 0.0325768270170485 0.0337201837840177 0.0494376467680138 0.0315875923937078 0.0281814887877934 0.0236196151819619
"взял" 0.0381570161213393 0.0261495086269606 0.0426884493132351 0.035070433119849 0.0349241742447647 0.0282538675197886 0.0505827781783742 0.0207482371740282 0.0144785897853549 0.0259663447320778 0.0174485812122402 0.0315875923937078 0.0422722331816901 0.0145351478042842
"должно" 0.0190785080606697 0.0313794103523527 0.0282666758966017 0.0283903506208302 0.0282079868900023 0.0243417935555102 0.0172196691671061 0.0300384926250855 0.0579143591414196 0.0299334251772564 0.0298079929042436 0.0336934318866216 0.0241555618181086 0.0236196151819619
"хотела" 0.0238481350758371 0.0161651507875757 0.0126911606066375 0.0459255671807547 0.0174620871223824 0.0439021633769022 0.016143439844162 0.0514060801625175 0.079632243819452 0.0142454252349594 0.033443113990127 0.0463284688441047 0.0322074157574782 0.0254365086574974
"любовь" 0.0143088810455022 0.00760712978238854 0.00346122561999204 0.0292253609332075 0.0470133114833371 0.0360780154483454 0.120537684169743 0.0337545948055085 0.0868715387121294 0.0196550803874756 0.0174485812122402 0.0126350369574831 0.0221425983332662 0.0199858282308908
"проговорил" 0 0.041839213803137 0.0524952552365459 0.0141951753104151 0.00537294988380996 0.00347739907935859 0.00107622932294413 0.0250836897178549 0.0615340065877584 0.0308350343693424 0.0276269202527136 0.0526459873228463 0.0382463062120053 0.103562928105525
"слово" 0.0166936945530859 0.0313794103523527 0.025382321213275 0.0334004124950943 0.0235066557416686 0.0360780154483454 0.0312106503653799 0.024774014536153 0.0361964744633873 0.0259663447320778 0.0130864359091801 0.0357992713795355 0.0563629775755868 0.0345209760351751
"стороны" 0.0262329485834208 0.0290021822953563 0.0311510305799284 0.0192052371846792 0.0295512243609548 0.0269498428650291 0.0290581917194916 0.0300384926250855 0.0325768270170485 0.0284908504699187 0.0305350171214203 0.0231642344220524 0.0201296348484238 0.0199858282308908
"комнату" 0.0548507106744253 0.0190178244559714 0.0340353852632551 0.0217102681218113 0.0282079868900023 0.0339046410237463 0.0215245864588827 0.0210579123557301 0.0325768270170485 0.0266876320857466 0.0327160897729503 0.0400109503653632 0.0382463062120053 0.0417885499373172
"тихо" 0.0333873891061719 0.0171160420103742 0.027112934023271 0.0308953815579622 0.0544011175735758 0.069113306702252 0.040896714271877 0.0133160328131823 0.0506750642487422 0.0167699309728003 0.00799726638894342 0.042116789858277 0.0221425983332662 0.0272534021330329
"рукой" 0.00238481350758371 0.0256740630155613 0.027112934023271 0.0158651959351698 0.0349241742447647 0.0460755378015014 0.0365917969801005 0.0297288174433836 0.0180982372316936 0.0229008734789853 0.0305350171214203 0.0252700739149662 0.0301944522726358 0.0127182543287487
"времени" 0.040541829628923 0.0290021822953563 0.0248054502766096 0.0250503093713207 0.0261931306835736 0.014778946087274 0.0172196691671061 0.0229159634459416 0.0289571795707098 0.0434575630585469 0.0167215569950635 0.0105291974645692 0.0181166713635815 0.0290702956085685
"немного" 0.0620051511971764 0.0199687156787699 0.0357659980732511 0.0250503093713207 0.0490281676897659 0.0595504592340159 0.0452016315636536 0.00836122990595165 0.0289571795707098 0.00973737927452918 0.0152675085607102 0.0589635058015878 0.0563629775755868 0.0672250585948146
"взгляд" 0 0.0185423788445721 0.0144217734166335 0.0208752578094339 0.0597740674573858 0.0530303359602186 0.0269057330736033 0.0322062188969989 0.0832518912657907 0.0207370114179788 0.0116323874748268 0.0189525554362246 0.0241555618181086 0.0181689347553553
"прибавил" 0.0119240675379185 0.0152142595647771 0.0398040946299084 0.0367404537446037 0.0564159737800046 0.0195603698213921 0.0258295037506592 0.0232256386276435 0.0434357693560647 0.0221795861253165 0.0203566780809469 0.0252700739149662 0.0402592696968477 0.0672250585948146
"место" 0.0214633215682534 0.0294776279067556 0.0276898049599363 0.0192052371846792 0.0349241742447647 0.0208643944761516 0.0333631090112681 0.0300384926250855 0.0180982372316936 0.0257860228936606 0.0392593077275404 0.014740876450397 0.0241555618181086 0.0290702956085685
"пьера" 0 0 0 0 0 0 0 0 0 0.108914390403993 0 0 0 0
"ростов" 0 0 0 0 0 0 0 0 0 0.108553746727159 0 0 0 0
"комнате" 0.0381570161213393 0.0261495086269606 0.0357659980732511 0.0267203299960755 0.0295512243609548 0.0334699661388265 0.0269057330736033 0.0148644087216918 0.0253375321243711 0.0259663447320778 0.0298079929042436 0.0357992713795355 0.0362333427271629 0.0272534021330329
"скоро" 0.0286177620910045 0.0275758454611585 0.025382321213275 0.0459255671807547 0.0194769433288111 0.022168419130911 0.0301344210424357 0.0241546641727492 0.0325768270170485 0.0225402298021509 0.0181756054294169 0.0800219007307263 0.0362333427271629 0.0508730173149948
"ваше" 0.0262329485834208 0.0375602033005434 0.0196136118466216 0.0150301856227924 0.0107458997676199 0.0178216702817128 0.0182958984900503 0.0145547335399899 0.00723929489267745 0.0445394940890501 0.0283539444698903 0.0210583949291385 0.0342203792423205 0.0345209760351751
"знать" 0.0381570161213393 0.0242477261813635 0.0224979665299483 0.0225452784341887 0.0335809367738122 0.0291232172896282 0.0365917969801005 0.031896543715297 0.00361964744633873 0.0239828045094885 0.0232647749496536 0.0168467159433108 0.0483111236362172 0.0218027217064264
"говорят" 0.0453114566440904 0.0342320840207484 0.0219210955932829 0.0192052371846792 0.032909318038336 0.0234724437856705 0.0398204849489329 0.0219869379008358 0.0108589423390162 0.0272285976009983 0.0254458476011836 0.0168467159433108 0.0362333427271629 0.0327040825596395
"ними" 0.0333873891061719 0.0237722805699642 0.0346122561999204 0.0242152990589434 0.027536368154526 0.0299925670594679 0.0247532744277151 0.0232256386276435 0.00723929489267745 0.0236221608326541 0.0436214530306005 0.014740876450397 0.0241555618181086 0.0345209760351751
"говорю" 0.0596203376895927 0.0304285191295542 0.0461496749332272 0.0492656084302641 0.0134323747095249 0.0165176456269533 0.040896714271877 0.0222966130825377 0.00361964744633873 0.0189337930338067 0.0363512108588337 0.0126350369574831 0.0301944522726358 0.0327040825596395
"дом" 0.0310025755985882 0.0251986174041621 0.0224979665299483 0.0275553403084528 0.0456700740123846 0.0443368382618221 0.0182958984900503 0.017651485357009 0.0325768270170485 0.0216386206100648 0.0254458476011836 0.0547518268157601 0.0120777809090543 0.0236196151819619
"иваныч" 0 0 0 0.00417505156188679 0.0147756121804774 0.00956284746823613 0.452016315636536 0.0095999306327593 0 0.00414740228359576 0 0.084233579716554 0.0382463062120053 0.0145351478042842
"лице" 0.00476962701516741 0.0190178244559714 0.0161523862266295 0.0141951753104151 0.0409687428640509 0.0312965917142273 0.0226008157818268 0.0287997918982779 0.0361964744633873 0.0340808274608521 0.0145404843435335 0.0210583949291385 0.0322074157574782 0.0199858282308908
"доме" 0.0429266431365067 0.0328057471865506 0.0167292571632949 0.0283903506208302 0.0416403615995272 0.0369473652181851 0.0204483571359385 0.0173418101753071 0.0579143591414196 0.0250647355399918 0.0130864359091801 0.0400109503653632 0.00201296348484238 0.0436054434128527
"ту" 0.00953925403033483 0.0328057471865506 0.0265360630866056 0.0167002062475472 0.027536368154526 0.0230377689007507 0.0107622932294413 0.031896543715297 0.0217178846780324 0.0328185745919317 0.0239917991668302 0.0168467159433108 0.0120777809090543 0.0145351478042842
"друга" 0.00953925403033483 0.0190178244559714 0.0213442246566176 0.0250503093713207 0.035595792980241 0.0312965917142273 0.040896714271877 0.0195095364472205 0.0434357693560647 0.0320972872382628 0.0261728718183603 0.0105291974645692 0.0120777809090543 0.0218027217064264
"сюда" 0.00953925403033483 0.0218704981243671 0.0536489971098766 0.0342354228074717 0.0261931306835736 0.0425981387221428 0.0505827781783742 0.0126966824497784 0.00361964744633873 0.0171305746496347 0.0254458476011836 0.0252700739149662 0.0301944522726358 0.0345209760351751
"голосом" 0.00476962701516741 0.0232968349585649 0.0173061280999602 0.0275553403084528 0.0248498932126211 0.0178216702817128 0.0215245864588827 0.0216772627191339 0.0325768270170485 0.0317366435614284 0.0378052592931871 0.0526459873228463 0.0422722331816901 0.0363378695107106
"деле" 0.0286177620910045 0.0404128769689391 0.0351891271365857 0.0434205362436226 0.0443268365414322 0.029557892174548 0.0398204849489329 0.0191998612655186 0 0.0149667125886282 0.0181756054294169 0.0126350369574831 0.0201296348484238 0.0290702956085685
"той" 0.00715444052275112 0.0161651507875757 0.0126911606066375 0.0150301856227924 0.0396255053930984 0.0199950447063119 0.0193721278129944 0.0294191422616817 0.0180982372316936 0.0315563217230112 0.0458025256821305 0.0252700739149662 0.0503240871210596 0.0145351478042842
"люблю" 0.0214633215682534 0.0175914876217735 0.0173061280999602 0.0534406599921509 0.0308944618319073 0.0447715131467419 0.0139909811982737 0.0235353138093454 0.0904911861584682 0.0219992642868993 0.00581619373741339 0.0168467159433108 0.0382463062120053 0.0399716564617816
"непременно" 0.0930077267957646 0.0561025821451155 0.0467265458698925 0.0743159178015848 0.0188053245933349 0.0186910200515524 0.0301344210424357 0.0139353831765861 0.00723929489267745 0.00955705743611197 0.0196296538637702 0.0105291974645692 0.0362333427271629 0.00908446737767765
"соня" 0 0 0.154601411026311 0 0 0 0 0 0.039816121909726 0.0540965515251621 0.000727024217176674 0 0 0
"сделал" 0.0238481350758371 0.0171160420103742 0.0219210955932829 0.0141951753104151 0.0261931306835736 0.0343393159086661 0.0312106503653799 0.0297288174433836 0.00723929489267745 0.0290318159851703 0.0348971624244804 0.0168467159433108 0.0140907443938967 0.00726757390214212
"таким" 0.0476962701516741 0.0423146594145363 0.0294204177699323 0.0359054434322264 0.0201485620642873 0.0130402465475947 0.0236770451047709 0.0157934342667976 0.0217178846780324 0.029572781500422 0.0283539444698903 0.0084233579716554 0.0221425983332662 0.0236196151819619
"однако" 0.0119240675379185 0.0722677329326912 0.0421115783765698 0.0183702268723019 0.00873104356119118 0.0256458182102696 0.00430491729177653 0.0179611605387109 0.0289571795707098 0.0160486436191314 0.00872429060612009 0.0379051108724493 0.0583759410604292 0.0545068042660659
"другие" 0.00476962701516741 0.0114106946735828 0.0126911606066375 0.0167002062475472 0.0376106491866697 0.0365126903332652 0.0258295037506592 0.0235353138093454 0.0180982372316936 0.0331792182687661 0.0298079929042436 0.00631751847874155 0.0322074157574782 0.0254365086574974
"пока" 0 0.0347075296321477 0.0155755152899642 0.0100201237485283 0.032909318038336 0.0573770848094168 0.0333631090112681 0.0151740839033937 0.00723929489267745 0.0214582987716476 0.0203566780809469 0.0315875923937078 0.0322074157574782 0.0327040825596395
"руками" 0.00476962701516741 0.0304285191295542 0.0248054502766096 0.0283903506208302 0.0282079868900023 0.0191256949364723 0.0182958984900503 0.0260127152629607 0.0253375321243711 0.0263269884089122 0.0232647749496536 0.0336934318866216 0.0402592696968477 0.0345209760351751
"вронский" 0 0 0 0 0 0 0 0.176205178388388 0 0 0 0 0 0
"раскольников" 0 0 0.327085821089248 0 0 0 0 0 0 0 0 0 0 0
"против" 0.0119240675379185 0.0175914876217735 0.0173061280999602 0.0367404537446037 0.0134323747095249 0.0143442712023542 0.0226008157818268 0.0185805109021148 0.0542947116950809 0.04003144812862 0.0414403803790704 0.0126350369574831 0.0201296348484238 0.0109013608532132
"других" 0.00953925403033483 0.0147388139533778 0.0138449024799682 0.0125251546856604 0.030222843096431 0.0195603698213921 0.0333631090112681 0.0278707663531722 0.0289571795707098 0.0340808274608521 0.0341701382073037 0.0189525554362246 0.0241555618181086 0.0272534021330329
"пред" 0.00476962701516741 0.0979417959482525 0.0178829990366255 0.00334004124950943 0.00402971241285747 0.00130402465475947 0.00215245864588827 0.0743220436084591 0 0.0115405976587012 0.000727024217176674 0.0042116789858277 0.00805185393936954 0
"конечно" 0.0381570161213393 0.0793994171036804 0.0830694148798089 0.0292253609332075 0.0241782744771448 0.0282538675197886 0.0258295037506592 0.000929025545105739 0 0.00180321838417207 0.00218107265153002 0.0315875923937078 0.0624018680301139 0.0272534021330329
"глаз" 0.00953925403033483 0.0142633683419785 0.0230748374666136 0.0141951753104151 0.0376106491866697 0.0347739907935859 0.0344393383342123 0.0219869379008358 0.0253375321243711 0.0241631263479057 0.0276269202527136 0.0336934318866216 0.0322074157574782 0.0399716564617816
"vous" 0 0.0271003998497592 0.00173061280999602 0 0 0.0121708967777551 0.00107622932294413 0.00340642699872104 0.00361964744633873 0.0746532411047237 0.0109053632576501 0.014740876450397 0.0402592696968477 0.00545068042660659
"двери" 0.0119240675379185 0.0114106946735828 0.0167292571632949 0.00751509281139622 0.0268647494190498 0.0191256949364723 0.0064573759376648 0.0306578429884894 0.0144785897853549 0.0329988964303489 0.0581619373741339 0.0315875923937078 0.0201296348484238 0.0181689347553553
"видно" 0.0262329485834208 0.0166405963989749 0.0230748374666136 0.0300603712455849 0.0255215119480973 0.0217337442459912 0.040896714271877 0.0145547335399899 0.0253375321243711 0.030474390692508 0.0319890655557737 0.0294817529007939 0.0362333427271629 0.0163520412798198
"часто" 0.0429266431365067 0.0175914876217735 0.0155755152899642 0.0359054434322264 0.0221634182707161 0.0265151679801093 0.0301344210424357 0.0269417408080664 0.079632243819452 0.0247040918631574 0.0210837022981235 0.0294817529007939 0.0161037078787391 0.0218027217064264
"подошел" 0.00715444052275112 0.0161651507875757 0.0178829990366255 0.0183702268723019 0.00940266229666743 0.014778946087274 0.016143439844162 0.0287997918982779 0.0217178846780324 0.0385888734212823 0.0494376467680138 0.0168467159433108 0.0120777809090543 0.0127182543287487
"ежели" 0 0 0 0 0.00134323747095249 0.00217337442459912 0.00107622932294413 0 0.126687660621855 0.0921444594311928 0 0 0 0
"довольно" 0.0262329485834208 0.0755958522124862 0.0490340296165539 0.0392454846817358 0.0147756121804774 0.0169523205118731 0.0226008157818268 0.00898058026935547 0.0217178846780324 0.00739319537510549 0.00945131482329676 0.0505401478299324 0.0402592696968477 0.0654081651192791
"стала" 0.0190785080606697 0.0204441612901692 0.0276898049599363 0.0392454846817358 0.0154472309159536 0.0312965917142273 0.0247532744277151 0.0260127152629607 0.079632243819452 0.0187534711953895 0.031262041338597 0.0400109503653632 0.0120777809090543 0.0181689347553553
"самого" 0.0357722026137556 0.0465936699171298 0.0265360630866056 0.0501006187426415 0.0181337058578586 0.0182563451666326 0.0226008157818268 0.0161031094484995 0.0144785897853549 0.0194747585490584 0.0218107265153002 0.0189525554362246 0.0382463062120053 0.0363378695107106
"мое" 0.097777353810932 0.0280512910725578 0.0196136118466216 0.067635835302566 0.0161188496514299 0.0299925670594679 0.0247532744277151 0.0173418101753071 0.115828718282839 0.0117209194971185 0.0145404843435335 0.0273759134078801 0.0382463062120053 0.0236196151819619
"молча" 0 0.0228213893471656 0.0248054502766096 0.0308953815579622 0.0295512243609548 0.0378167149880247 0.0376680263030447 0.0151740839033937 0.0289571795707098 0.0230811953174025 0.0203566780809469 0.0336934318866216 0.0221425983332662 0.0272534021330329
"знала" 0.0286177620910045 0.0114106946735828 0.0126911606066375 0.0283903506208302 0.0194769433288111 0.0260804930951895 0.016143439844162 0.0452125765284793 0.115828718282839 0.0216386206100648 0.0232647749496536 0.014740876450397 0.0120777809090543 0.0127182543287487
"одну" 0.0238481350758371 0.0290021822953563 0.0311510305799284 0.0492656084302641 0.0248498932126211 0.0291232172896282 0.0279819623965475 0.0198192116289224 0.0217178846780324 0.0182125056801379 0.0174485812122402 0.0210583949291385 0.0322074157574782 0.0199858282308908
"брат" 0.0143088810455022 0.00665623855958998 0.0524952552365459 0.044255546556 0.0214917995352398 0.0260804930951895 0.0064573759376648 0.0346836203506142 0 0.0173108964880519 0.0101783390404734 0.0273759134078801 0.0181166713635815 0.0708588455458856
"стоял" 0.00953925403033483 0.0251986174041621 0.0398040946299084 0.0141951753104151 0.0114175185030962 0.0169523205118731 0.0129147518753296 0.0191998612655186 0.0289571795707098 0.0328185745919317 0.0341701382073037 0.0273759134078801 0.0301944522726358 0.0127182543287487
"домой" 0.0214633215682534 0.0209196069015685 0.0242285793399443 0.0434205362436226 0.0295512243609548 0.0382513898729445 0.0301344210424357 0.0275610911714702 0.0325768270170485 0.0137044597197077 0.0181756054294169 0.0336934318866216 0.0221425983332662 0.0199858282308908
"улыбаясь" 0.00715444052275112 0.00237722805699642 0.00230748374666136 0.0100201237485283 0.00134323747095249 0.00130402465475947 0 0.0616253611586807 0.039816121909726 0.0389495170981167 0.0574349131569573 0.0042116789858277 0.0100648174242119 0.00363378695107106
"хотелось" 0.0381570161213393 0.0166405963989749 0.0265360630866056 0.0392454846817358 0.0221634182707161 0.0278191926348688 0.0172196691671061 0.031896543715297 0.0977304810511456 0.0169502528112175 0.0247188233840069 0.0105291974645692 0.00805185393936954 0.0345209760351751
"каким" 0.0214633215682534 0.0342320840207484 0.0380734818199124 0.0392454846817358 0.0208201807997636 0.0217337442459912 0.0226008157818268 0.0185805109021148 0.0180982372316936 0.0192944367106412 0.0218107265153002 0.0210583949291385 0.0342203792423205 0.0290702956085685
